"weight","new_entrepreneur","established_entrepreneur","knows_entrepreneur","local_opportunity","entrepreneurial_skill","fear_of_failure","wants_entrepreneurship","respects_entrepreneurship","follows_entrepreneurship","future_startup","discontinued_business","discontinued_business_continuation","is_investor","investment","investment_relationship","gender","age_range","household_size","household_income","education","new_entrepreneur_industry","established_entrepreneur_industry","new_entrepreneur_new_jobs","established_entrepreneur_new_jobs","established_entrepreneur_owners","new_entrepreneur_owners","new_entrepreneur_external_sales","established_entrepreneur_external_sales","new_entrepreneur_innovation","year","new_entrepreneur_local_innovation","new_entrepreneur_employees","established_entrepreneur_employees","race","region"
0.941175055,"No","No","No","No","No","No",NA,NA,NA,"Yes","No",NA,"No",NA,NA,"female","55-64",1,"Under $15,000","Completed High School",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015",NA,NA,NA,"Black","Southeast"
0.989853616,"Yes","No","Yes",NA,"Yes","Yes",NA,NA,NA,"Yes","No",NA,"No",NA,NA,"male","25-34",5,"$50,000 to under $75,000","Some College/University","GOVERNMENT, HEALTH, EDUCATION, SOCIAL SERVICES",NA,10,NA,NA,2,"Under 25%",NA,"Yes","2015",NA,NA,NA,"Hispanic","South"
0.732131024,"No","No","Yes","No",NA,"No",NA,NA,NA,"Yes","No",NA,"No",NA,NA,"female","25-34",5,"$75,000 to under $100,000","Degree Graduate (Master's or PhD)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015",NA,NA,NA,"Hispanic","New York-New Jersey"
1.093845891,"No","No","No",NA,"No","No",NA,NA,NA,"No","No",NA,"No",NA,NA,"male","18-24",3,"$35,000 to under $50,000","Completed High School",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015",NA,NA,NA,"Hispanic","Pacific Northwest"
1.027241125,"No","No","No","Yes","Yes","No",NA,NA,NA,"No","No",NA,"No",NA,NA,"female","45-54",5,"Over $200,000","Completed College/University",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015",NA,NA,NA,"White","Southeast"
0.971626137,"Yes","No","Yes","Yes","Yes",NA,NA,NA,NA,"Yes","No",NA,"Yes",NA,"Close family member, such as a spouse, brother, child, parent, or grandchild","female","18-24",3,"Under $15,000","Degree Graduate (Master's or PhD)","RETAIL TRADE, HOTELS & RESTAURANTS",NA,1,NA,NA,2,"None",NA,"Yes","2015",NA,4,NA,"Black","Southeast"
1.316385052,"Yes","No","No","Yes","No","Yes",NA,NA,NA,"No","No",NA,"No",NA,NA,"male","18-24",3,"Over $200,000","Some College/University","FINANCIAL INTERMEDIATION, REAL ESTATE",NA,2,NA,NA,1,"Under 25%",NA,NA,"2015",NA,NA,NA,"White","Mountain and Plains"
1.013442787,"No","No","Yes","No","Yes","Yes",NA,NA,NA,"No","No",NA,"No",NA,NA,"male","25-34",2,"$15,000 to under $25,000","Some College/University",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015",NA,NA,NA,"Other","Pacific Southwest"
0.941175055,"No","No","No","Yes","Yes","No",NA,NA,NA,"No","No",NA,"No",NA,NA,"female","55-64",4,"$75,000 to under $100,000","Some College/University",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015",NA,NA,NA,"White","Southeast"
1.042196248,"No","No","Yes","No","No","No",NA,NA,NA,"No","No",NA,"No",NA,NA,"male","35-44",5,"Over $200,000","Degree Graduate (Master's or PhD)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015",NA,NA,NA,"White","New York-New Jersey"
1.557112687,"No","No","No",NA,"Yes","No",NA,NA,NA,"No","No",NA,"No",NA,NA,"male","25-34",3,"$50,000 to under $75,000","Completed High School",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015",NA,NA,NA,"White","Pacific Northwest"
0.763979041,"No","No","Yes","Yes",NA,NA,NA,NA,NA,"No","No",NA,"Yes",NA,"A friend or neighbor, or","male","35-44",3,"Over $200,000","Degree Graduate (Master's or PhD)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015",NA,NA,NA,"White","South"
0.674020282,"Yes","No","No",NA,"Yes",NA,NA,NA,NA,"Yes","No",NA,"No",NA,NA,"female","55-64",2,"$15,000 to under $25,000","Completed College/University","RETAIL TRADE, HOTELS & RESTAURANTS",NA,5,NA,NA,2,"Under 25%",NA,NA,"2015",NA,NA,NA,"White","Great Lakes"
0.877665321,"No","No","No",NA,"No","Yes",NA,NA,NA,"No","No",NA,"No",NA,NA,"female","18-24",4,"$15,000 to under $25,000","Some High School",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015",NA,NA,NA,"Other","South"
0.84827924,"No","No","No","Yes",NA,"No",NA,NA,NA,"No","No",NA,"No",NA,NA,"female","35-44",5,"$100,000 to under $150,000","Completed College/University",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015",NA,NA,NA,"White","Great Lakes"
0.971626137,"No","No","Yes","Yes","No",NA,NA,NA,NA,"No","Yes","Yes","No",NA,NA,"female","18-24",5,"$50,000 to under $75,000","Completed High School",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015",NA,NA,NA,"White","Southeast"
0.482902605,"No","No","No",NA,"No","Yes",NA,NA,NA,"No","No",NA,"No",NA,NA,"female","55-64",1,"$50,000 to under $75,000","Completed High School",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015",NA,NA,NA,"White","Central Midwest"
0.674020282,"No","No","No","No","Yes","Yes",NA,NA,NA,"No","No",NA,"No",NA,NA,"female","55-64",3,"$50,000 to under $75,000","Some College/University",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015",NA,NA,NA,"White","Great Lakes"
1.210393442,"No","No","No","No",NA,"No",NA,NA,NA,"No","No",NA,"No",NA,NA,"male","18-24",3,"$35,000 to under $50,000","Completed High School",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015",NA,NA,NA,"White","Southeast"
1.071553214,"No","No","No","Yes","Yes","No",NA,NA,NA,"Yes","No",NA,"No",NA,NA,"female","35-44",2,"$35,000 to under $50,000","Completed High School",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015",NA,NA,NA,"Hispanic","South"
0.798046632,"No","No","No","No","No",NA,NA,NA,NA,"No","No",NA,"No",NA,NA,"male","55-64",2,"$100,000 to under $150,000","Completed High School",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015",NA,NA,NA,"White","Great Lakes"
1.199458229,"No","No","No",NA,NA,"Yes",NA,NA,NA,"No","No",NA,"No",NA,NA,"female","25-34",4,"$35,000 to under $50,000","Some College/University",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015",NA,NA,NA,"White","Great Lakes"
0.955885264,"No","No","No","No",NA,NA,NA,NA,NA,"No","No",NA,"No",NA,NA,"female","35-44",5,"$150,000 to under $200,000","Completed College/University",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015",NA,NA,NA,"White","Mid-Atlantic"
0.732131024,"Yes","No","Yes","Yes","Yes","No",NA,NA,NA,"No","No",NA,"No",NA,NA,"female","25-34",4,"$50,000 to under $75,000","Some College/University",NA,NA,100,NA,NA,2,"Under 25%",NA,"Yes","2015",NA,NA,NA,"White","New York-New Jersey"
0.979195256,"No","Yes","Yes",NA,"Yes","Yes",NA,NA,NA,"No","No",NA,"No",NA,NA,"female","35-44",3,"$35,000 to under $50,000","Some College/University",NA,"PERSONAL/CONSUMER SERVICE ACTIVITIES",NA,0,1,NA,NA,NA,NA,"2015",NA,NA,5,"White","Pacific Southwest"
0.782324406,"No","No","No","Yes","No","No",NA,NA,NA,"No","No",NA,"No",NA,NA,"male","18-24",4,"Under $15,000","Some High School",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015",NA,NA,NA,"Hispanic","Pacific Southwest"
0.878241312,"No","No","No","Yes","No",NA,NA,NA,NA,"Yes","No",NA,"No",NA,NA,"female","25-34",2,"$15,000 to under $25,000","Completed College/University",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015",NA,NA,NA,"Hispanic","Pacific Southwest"
1.430331984,"No","No","No","Yes","No","Yes",NA,NA,NA,"No","No",NA,"No",NA,NA,"female","55-64",4,"$100,000 to under $150,000","Completed College/University",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015",NA,NA,NA,"Hispanic","New York-New Jersey"
2.263309234,"No","No","No",NA,"No","Yes",NA,NA,NA,"No","No",NA,"No",NA,NA,"female","35-44",4,"$75,000 to under $100,000","Some College/University",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015",NA,NA,NA,"White","New York-New Jersey"
1.467064069,"No","No","No","No","Yes","No",NA,NA,NA,"No","No",NA,"No",NA,NA,"male","55-64",3,"$25,000 to under $35,000","Some College/University",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015",NA,NA,NA,"Other","New York-New Jersey"
0.616363875,"No","No","No",NA,"No","Yes",NA,NA,NA,"No","No",NA,"No",NA,NA,"male","55-64",1,"$50,000 to under $75,000","Completed College/University",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015",NA,NA,NA,"Hispanic","Central Midwest"
0.84827924,"No","No","No",NA,"No","No",NA,NA,NA,"Yes","No",NA,"No",NA,NA,"female","35-44",4,"$35,000 to under $50,000","Some College/University",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015",NA,NA,NA,"White","Great Lakes"
0.979195256,"No","No","Yes","Yes","Yes","Yes",NA,NA,NA,"No","No",NA,"No",NA,NA,"female","35-44",5,"$35,000 to under $50,000","Completed College/University",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015",NA,NA,NA,"Hispanic","Pacific Southwest"
1.351213792,"No","No","No",NA,"No","Yes",NA,NA,NA,"No","No",NA,"No",NA,NA,"male","18-24",4,"$25,000 to under $35,000","Some College/University",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015",NA,NA,NA,"Black","Great Lakes"
0.763979041,"No","No","No","Yes","No","Yes",NA,NA,NA,"Yes","No",NA,"No",NA,NA,"male","35-44",3,"$25,000 to under $35,000","Some College/University",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015",NA,NA,NA,"Hispanic","South"
0.877665321,"No","No","No","Yes","Yes","No",NA,NA,NA,"No","No",NA,"No",NA,NA,"female","18-24",NA,NA,"Some College/University",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015",NA,NA,NA,"Black","South"
0.878241312,"Yes","No","Yes",NA,"Yes","No",NA,NA,NA,"No","No",NA,"No",NA,NA,"female","25-34",3,"$35,000 to under $50,000","Completed College/University","GOVERNMENT, HEALTH, EDUCATION, SOCIAL SERVICES",NA,2,NA,NA,1,"Under 25%",NA,NA,"2015",NA,NA,NA,"Black","Pacific Southwest"
0.781310592,"No","No","No","Yes","Yes",NA,NA,NA,NA,"No","No",NA,"No",NA,NA,"male","55-64",2,"$75,000 to under $100,000","Some College/University",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015",NA,NA,NA,"White","Pacific Northwest"
0.979195256,"No","No","No",NA,NA,"Yes",NA,NA,NA,"No","No",NA,"No",NA,NA,"female","35-44",4,"$50,000 to under $75,000","Completed College/University",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015",NA,NA,NA,"Hispanic","Pacific Southwest"
0.971626137,"No","No","No",NA,NA,"No",NA,NA,NA,"Yes","No",NA,"No",NA,NA,"female","18-24",1,"Under $15,000","Some College/University",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015",NA,NA,NA,"Other","Southeast"
0.732131024,"No","No","No","No","Yes","No",NA,NA,NA,"No","No",NA,"No",NA,NA,"female","25-34",7,"$50,000 to under $75,000","Some College/University",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015",NA,NA,NA,"White","New York-New Jersey"
1.289585554,"Yes","No","No","No","Yes","No",NA,NA,NA,"No","No",NA,"No",NA,NA,"male","35-44",2,"$50,000 to under $75,000","Completed High School","AGRICULTURE,FORESTRY,FISHING",NA,0,NA,NA,1,"Under 25%",NA,NA,"2015",NA,1,NA,"White","Great Lakes"
0.782324406,"No","No","No","Yes","Yes","No",NA,NA,NA,"Yes","No",NA,"No",NA,NA,"male","18-24",5,"$50,000 to under $75,000","Completed High School",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015",NA,NA,NA,"Hispanic","Pacific Southwest"
1.124423718,"No","No","Yes","No","Yes","Yes",NA,NA,NA,"No","No",NA,"No",NA,NA,"male","45-54",1,"$50,000 to under $75,000","Completed High School",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015",NA,NA,NA,"White","Southeast"
1.295425011,"No","No","No","No","No","Yes",NA,NA,NA,"No","No",NA,"No",NA,NA,"female","55-64",5,"$100,000 to under $150,000","Completed College/University",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015",NA,NA,NA,NA,"Pacific Southwest"
0.947347747,"No","No","No",NA,NA,"Yes",NA,NA,NA,"No","No",NA,"No",NA,NA,"female","25-34",4,"Over $200,000","Degree Graduate (Master's or PhD)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015",NA,NA,NA,"White","Mid-Atlantic"
0.987059375,"No","No","Yes","No","Yes","No",NA,NA,NA,"No","No",NA,"No",NA,NA,"male","45-54",1,"$50,000 to under $75,000","Some College/University",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015",NA,NA,NA,"White","New York-New Jersey"
1.289585554,"No","No","Yes","No","No","Yes",NA,NA,NA,"No","No",NA,"No",NA,NA,"male","35-44",6,"$150,000 to under $200,000","Degree Graduate (Master's or PhD)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015",NA,NA,NA,"White","Great Lakes"
0.905594492,"No","No","No",NA,"No","No",NA,NA,NA,"No","No",NA,"No",NA,NA,"female","18-24",5,"$50,000 to under $75,000","Completed High School",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015",NA,NA,NA,"Hispanic","Pacific Southwest"
1.168561722,"Yes","No","No","No","Yes","No",NA,NA,NA,"Yes","No",NA,"No",NA,NA,"female","35-44",2,"$35,000 to under $50,000","Completed College/University","RETAIL TRADE, HOTELS & RESTAURANTS",NA,5,NA,NA,2,"Under 25%",NA,"Yes","2015",NA,NA,NA,"Hispanic","Southeast"
0.93940848,"No","No","No","Yes","No","No",NA,NA,NA,"No","No",NA,"No",NA,NA,"male","25-34",1,"$15,000 to under $25,000","Completed High School",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015",NA,NA,NA,"Hispanic","Mid-Atlantic"
0.948166244,"Yes","No","No","Yes","Yes",NA,NA,NA,NA,"Yes","No",NA,"No",NA,NA,"male","55-64",4,"$50,000 to under $75,000","Completed College/University","WHOLESALE TRADE",NA,2,NA,NA,1,"25 to 75%",NA,"Yes","2015",NA,8,NA,"Other","Pacific Southwest"
0.95858421,"No","No","No","No","No","Yes",NA,NA,NA,"No","No",NA,"No",NA,NA,"female","18-24",2,NA,"Some College/University",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015",NA,NA,NA,"White","New England"
0.963587002,"Yes","Yes","Yes","Yes",NA,"Yes",NA,NA,NA,"No","No",NA,"No",NA,NA,"male","35-44",5,"$75,000 to under $100,000","Completed College/University","RETAIL TRADE, HOTELS & RESTAURANTS","MINING,CONSTRUCTION",3,1,3,1,"Under 25%",NA,"Yes","2015",NA,3,3,"White","Southeast"
0.800611828,"No","No","No","No","Yes","No",NA,NA,NA,"No","No",NA,"No",NA,NA,"male","25-34",1,"$150,000 to under $200,000","Completed College/University",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015",NA,NA,NA,"White","New England"
0.986394901,"No","Yes","No","No","Yes","Yes",NA,NA,NA,"No","No",NA,"No",NA,NA,"female","45-54",3,"$100,000 to under $150,000","Some College/University",NA,"GOVERNMENT, HEALTH, EDUCATION, SOCIAL SERVICES",NA,NA,1,NA,NA,NA,NA,"2015",NA,NA,3,"White","Great Lakes"
1.013442787,"Yes","No","No","No",NA,"No",NA,NA,NA,"No","No",NA,"No",NA,NA,"male","25-34",4,"$35,000 to under $50,000","Some College/University","INFORMATION AND COMMUNICATION",NA,30,NA,NA,4,NA,NA,NA,"2015",NA,NA,NA,"White","Pacific Southwest"
0.95858421,"No","No","No","Yes",NA,"Yes",NA,NA,NA,"No","No",NA,"Yes",NA,"A stranger with a good business idea","female","18-24",2,"$50,000 to under $75,000","Completed College/University",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015",NA,NA,NA,"White","New England"
0.989853616,"No","No","No","Yes",NA,"No",NA,NA,NA,"No","No",NA,"No",NA,NA,"male","25-34",3,"$50,000 to under $75,000","Completed College/University",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015",NA,NA,NA,"Black","South"
0.742806036,"No","No","No",NA,NA,"No",NA,NA,NA,"Yes","No",NA,"No",NA,NA,"female","18-24",6,"$75,000 to under $100,000","Some College/University",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015",NA,NA,NA,"Hispanic","New York-New Jersey"
0.979195256,"No","No","Yes",NA,"No","No",NA,NA,NA,"No","No",NA,"No",NA,NA,"female","35-44",2,"$150,000 to under $200,000","Completed College/University",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015",NA,NA,NA,"White","Pacific Southwest"
1.383829752,"Yes","No","Yes","Yes","Yes","No",NA,NA,NA,"No","No",NA,"No",NA,NA,"male","25-34",1,"$35,000 to under $50,000","Completed College/University","PERSONAL/CONSUMER SERVICE ACTIVITIES",NA,5,NA,NA,2,"Under 25%",NA,"Yes","2015",NA,NA,NA,"White","Central Midwest"
1.187133957,"No","No","Yes","No",NA,NA,NA,NA,NA,"No","No",NA,"Yes",NA,"A friend or neighbor, or","male","35-44",1,"$50,000 to under $75,000","Some College/University",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015",NA,NA,NA,"White","Pacific Northwest"
1.017786633,"Yes","No","Yes","Yes","Yes","Yes",NA,NA,NA,"No","No",NA,"No",NA,NA,"male","45-54",2,"$100,000 to under $150,000","Completed College/University",NA,NA,5,NA,NA,1,"Under 25%",NA,"Yes","2015",NA,0,NA,"White","Pacific Southwest"
0.817503612,"No","No","No","Yes","No","Yes",NA,NA,NA,"No","No",NA,"No",NA,NA,"female","45-54",2,"Over $200,000","Completed College/University",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015",NA,NA,NA,"White","Central Midwest"
0.800611828,"No","No","No",NA,"Yes",NA,NA,NA,NA,"No","No",NA,"No",NA,NA,"male","25-34",2,"Over $200,000","Degree Graduate (Master's or PhD)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015",NA,NA,NA,"White","New England"
0.878241312,"Yes","No","Yes","Yes","Yes","No",NA,NA,NA,"No","No",NA,"No",NA,NA,"female","25-34",3,"$150,000 to under $200,000","Degree Graduate (Master's or PhD)","INFORMATION AND COMMUNICATION",NA,10,NA,NA,2,"None",NA,"Yes","2015",NA,30,NA,"Other","Pacific Southwest"
0.877665321,"No","No","Yes",NA,NA,"No",NA,NA,NA,"No","No",NA,"No",NA,NA,"female","18-24",3,"$35,000 to under $50,000","Completed College/University",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015",NA,NA,NA,"White","South"
0.986394901,"No","No","Yes","No","No","Yes",NA,NA,NA,"No","No",NA,"No",NA,NA,"female","45-54",3,"Under $15,000","Completed High School",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015",NA,NA,NA,"Black","Great Lakes"
0.979195256,"No","No","No",NA,"Yes","Yes",NA,NA,NA,"No","No",NA,"No",NA,NA,"female","35-44",6,NA,"Completed College/University",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015",NA,NA,NA,"White","Pacific Southwest"
1.027241125,"No","No","No","No","No","Yes",NA,NA,NA,"No","No",NA,"No",NA,NA,"female","45-54",5,"$50,000 to under $75,000","Completed High School",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015",NA,NA,NA,"White","Southeast"
1.124423718,"No","No","No","No",NA,"No",NA,NA,NA,"No","No",NA,"No",NA,NA,"male","45-54",1,"$35,000 to under $50,000","Some High School",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015",NA,NA,NA,"White","Southeast"
1.383829752,"No","No","No",NA,"Yes","No",NA,NA,NA,"No","No",NA,"No",NA,NA,"male","25-34",5,"$100,000 to under $150,000","Completed College/University",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015",NA,NA,NA,"White","Central Midwest"
1.289585554,"No","No","No","Yes","Yes","Yes",NA,NA,NA,"No","No",NA,"No",NA,NA,"male","35-44",1,"$15,000 to under $25,000","Completed High School",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015",NA,NA,NA,"Black","Great Lakes"
1.013442787,"No","No","Yes","Yes",NA,"No",NA,NA,NA,"No","No",NA,"No",NA,NA,"male","25-34",2,"$75,000 to under $100,000","Completed College/University",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015",NA,NA,NA,"Other","Pacific Southwest"
1.031726214,"No","No","No","Yes","No","No",NA,NA,NA,"No","Yes","No","No",NA,NA,"male","45-54",1,"$35,000 to under $50,000","Completed College/University",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015",NA,NA,NA,"White","Mountain and Plains"
0.877665321,"No","No","No","Yes","Yes","Yes",NA,NA,NA,"No","No",NA,"No",NA,NA,"female","18-24",4,"$25,000 to under $35,000","Completed High School",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015",NA,NA,NA,"Black","South"
1.295425011,"No","No","Yes","No","No","No",NA,NA,NA,"No","No",NA,"No",NA,NA,"female","55-64",4,"$15,000 to under $25,000","Completed High School",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015",NA,NA,NA,"Other","Pacific Southwest"
1.289585554,"No","No","Yes","Yes",NA,"No",NA,NA,NA,"No","No",NA,"No",NA,NA,"male","35-44",4,"Under $15,000","Completed High School",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015",NA,NA,NA,"Hispanic","Great Lakes"
0.947347747,"No","No","No",NA,"Yes","Yes",NA,NA,NA,"No","No",NA,"No",NA,NA,"female","25-34",1,"$15,000 to under $25,000","Completed College/University",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015",NA,NA,NA,"White","Mid-Atlantic"
1.585942918,"No","Yes","No","No",NA,"No",NA,NA,NA,"No","No",NA,"No",NA,NA,"male","35-44",1,"$25,000 to under $35,000","Some College/University",NA,"UTILISATION, TRANSPORT, STORAGE",NA,0,1,NA,NA,NA,NA,"2015",NA,NA,0,"Black","Mid-Atlantic"
0.948166244,"Yes","No","Yes","Yes","Yes","Yes",NA,NA,NA,"Yes","No",NA,"No",NA,NA,"male","55-64",2,"Under $15,000","Completed College/University","PROFESSIONAL SERVICES",NA,250,NA,NA,5,NA,NA,"Yes","2015",NA,NA,NA,"White","Pacific Southwest"
0.93940848,"No","No","Yes","Yes","Yes","No",NA,NA,NA,"No","No",NA,"No",NA,NA,"male","25-34",NA,NA,"None/Less than High School",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015",NA,NA,NA,"Hispanic","Mid-Atlantic"
0.732131024,"No","No","No",NA,"No","No",NA,NA,NA,"No","No",NA,"No",NA,NA,"female","25-34",1,"Under $15,000","Degree Graduate (Master's or PhD)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015",NA,NA,NA,"White","New York-New Jersey"
1.199458229,"No","No","No","No","Yes","No",NA,NA,NA,"No","No",NA,"No",NA,NA,"female","25-34",5,"$50,000 to under $75,000","Some College/University",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015",NA,NA,NA,"White","Great Lakes"
1.191726738,"No","No","No","Yes",NA,"No",NA,NA,NA,"Yes","No",NA,"No",NA,NA,"female","25-34",5,"$50,000 to under $75,000","Some College/University",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015",NA,NA,NA,"Hispanic","South"
1.017786633,"Yes","No","No","Yes","Yes",NA,NA,NA,NA,"Yes","No",NA,"No",NA,NA,"male","45-54",1,"$50,000 to under $75,000","Completed College/University","RETAIL TRADE, HOTELS & RESTAURANTS",NA,0,NA,NA,1,"Under 25%",NA,"Yes","2015",NA,10,NA,"White","Pacific Southwest"
0.912734842,"No","No","No",NA,"Yes","No",NA,NA,NA,"No","No",NA,"No",NA,NA,"male","45-54",4,"$100,000 to under $150,000","Degree Graduate (Master's or PhD)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015",NA,NA,NA,"White","New England"
0.81088039,"No","No","No","No","No","Yes",NA,NA,NA,"No","No",NA,"No",NA,NA,"male","18-24",7,"$35,000 to under $50,000","Completed High School",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015",NA,NA,NA,"Hispanic","South"
1.71211285,"No","No","No","Yes","Yes","Yes",NA,NA,NA,"Yes","No",NA,"No",NA,NA,"female","35-44",3,"$15,000 to under $25,000","Completed High School",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015",NA,NA,NA,"Hispanic","New England"
1.295425011,"No","No","No","Yes","Yes","No",NA,NA,NA,"No","No",NA,"Yes",NA,"A friend or neighbor, or","female","55-64",2,"$75,000 to under $100,000","Degree Graduate (Master's or PhD)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015",NA,NA,NA,"White","Pacific Southwest"
1.013442787,"No","No","Yes",NA,"Yes","Yes",NA,NA,NA,"No","No",NA,"No",NA,NA,"male","25-34",5,"$35,000 to under $50,000","Some College/University",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015",NA,NA,NA,"White","Pacific Southwest"
1.124423718,"No","No","Yes","No","Yes","No",NA,NA,NA,"No","No",NA,"No",NA,NA,"male","45-54",5,"$75,000 to under $100,000","Completed High School",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015",NA,NA,NA,"Hispanic","Southeast"
1.017786633,"No","No","No",NA,"Yes",NA,NA,NA,NA,"No","No",NA,"No",NA,NA,"male","45-54",1,"$100,000 to under $150,000","Completed High School",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015",NA,NA,NA,NA,"Pacific Southwest"
0.965965384,"No","No","No","No","No",NA,NA,NA,NA,"No","No",NA,"No",NA,NA,"female","45-54",2,"$15,000 to under $25,000","Completed High School",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015",NA,NA,NA,"White","Pacific Southwest"
0.814409085,"No","No","Yes","Yes",NA,NA,NA,NA,NA,"Yes","No",NA,"No",NA,NA,"male","45-54",3,"$75,000 to under $100,000","Completed College/University",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015",NA,NA,NA,"White","Great Lakes"
1.013442787,"No","No","No","Yes","No",NA,NA,NA,NA,"No","No",NA,"No",NA,NA,"male","25-34",5,"Over $200,000","Completed College/University",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015",NA,NA,NA,"White","Pacific Southwest"
0.814409085,"No","No","No","No","Yes","Yes",NA,NA,NA,"No","No",NA,"No",NA,NA,"male","45-54",2,"$75,000 to under $100,000","Completed College/University",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015",NA,NA,NA,"White","Great Lakes"
0.93940848,"No","No","Yes","Yes","Yes","No",NA,NA,NA,"Yes","No",NA,"No",NA,NA,"male","25-34",1,"$100,000 to under $150,000","Completed College/University",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015",NA,NA,NA,"Other","Mid-Atlantic"
0.742806036,"No","No","No",NA,"Yes","Yes",NA,NA,NA,"No","No",NA,"No",NA,NA,"female","18-24",4,"$25,000 to under $35,000","Completed High School",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015",NA,NA,NA,"White","New York-New Jersey"
1.027241125,"No","No","No","No","Yes","No",NA,NA,NA,"No","No",NA,"No",NA,NA,"female","45-54",2,"$15,000 to under $25,000","Completed High School",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015",NA,NA,NA,"White","Southeast"
